"OWNER","TABLE_NAME","COLUMN_NAME","NUM_DISTINCT","LOW_VALUE","HIGH_VALUE","DENSITY","NUM_NULLS","NUM_BUCKETS","LAST_ANALYZED","SAMPLE_SIZE","GLOBAL_STATS","USER_STATS","NOTES","AVG_COL_LEN","HISTOGRAM","SCOPE"
"ADHOC","RUN_TIME_MONTH","DATUM",20,78790A01010101,787B0501010101,0,05,0,1,24.04.23,20,"YES","NO","STATS_ON_LOAD ",8,"NONE","SHARED"
"ADHOC","RUN_TIME_MONTH","DATUM_LAST",20,78790A1F010101,787B051F010101,0,05,0,1,24.04.23,20,"YES","NO","STATS_ON_LOAD ",8,"NONE","SHARED"
